date,new_confirmed,new_confirmed_smooth
2021-11-25,37057,72789.85714285714
2021-11-26,54693,79111.85714285714
2021-11-27,28467,82809.57142857143
2021-11-28,45123,86442.42857142857
2021-11-29,185150,100850.42857142857
2021-11-30,117606,115608.28571428571
2021-12-01,137001,121228.42857142857
2021-12-02,137913,122862.57142857143
2021-12-03,157998,121401.0
2021-12-04,67808,120667.0
2021-12-05,56562,122435.14285714286
2021-12-06,174919,120438.14285714286
2021-12-07,112468,120354.85714285714
2021-12-08,149378,118916.85714285714
2021-12-09,123934,118464.71428571429
2021-12-10,157415,119655.28571428571
2021-12-11,57742,119781.28571428571
2021-12-12,53397,119243.71428571429
2021-12-13,183253,121851.85714285714
2021-12-14,113350,126865.14285714286
2021-12-15,145615,130285.0
2021-12-16,142191,135645.2857142857
2021-12-17,192508,143918.14285714287
2021-12-18,81681,153764.42857142858
2021-12-19,90919,168370.0
2021-12-20,241163,187255.42857142858
2021-12-21,182274,195221.14285714287
2021-12-22,247854,196168.85714285713
2021-12-23,274389,209397.7142857143
2021-12-24,248268,247241.7142857143
2021-12-25,88315,274411.0
2021-12-26,183521,312006.14285714284
2021-12-27,506071,358229.0
2021-12-28,372459,395911.14285714284
2021-12-29,511020,410756.28571428574
2021-12-30,597949,426859.4285714286
2021-12-31,512043,503533.85714285716
2022-01-01,192231,568727.0
2022-01-02,296243,592264.4285714285
2022-01-03,1042792,627501.1428571428
2022-01-04,828811,679922.8571428572
2022-01-05,675782,710843.5714285715
2022-01-06,844606,739010.5714285715
2022-01-07,878995,783541.0
2022-01-08,408676,777455.8571428572
2022-01-09,493412,802896.5714285715
2022-01-10,1354505,805851.2857142857
2022-01-11,786215,805873.5714285715
2022-01-12,853867,806962.8571428572
2022-01-13,865289,805918.2857142857
2022-01-14,879151,706738.7142857143
2022-01-15,416301,756257.4285714285
2022-01-16,486100,764253.7142857143
2022-01-17,660248,745052.2857142857
2022-01-18,1132846,734564.5714285715
2022-01-19,909841,719372.8571428572
2022-01-20,730879,702918.4285714285
2022-01-21,805737,738418.2857142857
2022-01-22,309959,646905.7142857143
2022-01-23,370919,613656.7142857143
2022-01-24,908747,581143.2857142857
2022-01-25,492258,553559.0
2022-01-26,677098,535375.1428571428
2022-01-27,503285,511102.5714285714
2022-01-28,612647,457754.71428571426
2022-01-29,182672,434066.0
2022-01-30,201011,384065.85714285716
2022-01-31,535312,351257.0
2022-02-01,326437,314413.0
2022-02-02,327097,300948.4285714286
2022-02-03,273623,284378.5714285714
2022-02-04,354739,256846.85714285713
2022-02-05,88420,240758.2857142857
2022-02-06,85022,220766.0
2022-02-07,342590,206014.85714285713
2022-02-08,213817,185076.2857142857
2022-02-09,187151,179986.85714285713
2022-02-10,170365,176297.42857142858
2022-02-11,208169,151241.57142857142
2022-02-12,52794,136465.2857142857
2022-02-13,59196,125987.57142857143
2022-02-14,167199,116116.57142857143
2022-02-15,110383,106933.42857142857
2022-02-16,113807,103985.42857142857
2022-02-17,101268,98892.0
2022-02-18,143887,86384.28571428571
2022-02-19,32158,83355.57142857143
2022-02-20,23542,79103.71428571429
2022-02-21,79645,74140.85714285714
2022-02-22,89182,64105.857142857145
2022-02-23,84044,66346.42857142857
2022-02-24,66528,65630.85714285714
2022-02-25,73642,68076.42857142857
2022-02-26,47842,61972.42857142857
2022-02-27,18533,57541.0
2022-02-28,96764,54963.71428571428
2022-03-01,46454,51678.142857142855
2022-03-02,53024,47024.57142857143
2022-03-03,48487,46180.42857142857
2022-03-04,50643,41119.0
